employee_id,attrition_label,attrition,gender,age,age_group,education,education_field,department,job_role,job_level,work_x_years,range_work_x,count_company_switches,range_company_switches,salary_hike_percent,range_salary_hike,stock_option_level,years_in_curr_role,range_years_in_curr_role,years_since_last_promotion,range_years_since_last_promotion,years_with_curr_manager
193,Current Employees,No,Female,38,35 - 44,Doctoral Degree,Technical Degree,R&D,Research Scientist,2,19,15-20 switches,3,3-6 switches,20,16-20 %,0,2,0-3 switches,2,0-3 switches,2
194,Current Employees,No,Female,30,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,5,0-5 switches,1,0-2 switches,14,11-15 %,0,4,3-6 switches,0,0-3 switches,4
195,Current Employees,No,Male,32,25 - 34,Associates Degree,Medical,Sales,Sales Executive,2,9,5-10 switches,0,0-2 switches,17,16-20 %,3,7,6-9 switches,0,0-3 switches,7
197,Current Employees,No,Female,30,25 - 34,Bachelor's Degree,Technical Degree,R&D,Research Scientist,1,8,5-10 switches,5,3-6 switches,14,11-15 %,1,2,0-3 switches,2,0-3 switches,2
198,Current Employees,No,Male,30,25 - 34,High School,Medical,R&D,Laboratory Technician,1,6,5-10 switches,0,0-2 switches,13,11-15 %,0,3,0-3 switches,1,0-3 switches,2
199,Current Employees,No,Male,41,35 - 44,Bachelor's Degree,Life Sciences,R&D,Manager,4,21,20-25 switches,4,3-6 switches,13,11-15 %,1,6,3-6 switches,7,6-9 switches,7
200,Current Employees,No,Male,41,35 - 44,Master's Degree,Life Sciences,R&D,Laboratory Technician,1,7,5-10 switches,2,0-2 switches,21,21-25 %,1,0,0-3 switches,1,0-3 switches,4
201,Current Employees,No,Female,19,Under 25,High School,Medical,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,14,11-15 %,0,0,0-3 switches,0,0-3 switches,0
202,Current Employees,No,Female,40,35 - 44,Bachelor's Degree,Medical,R&D,Research Scientist,2,20,15-20 switches,1,0-2 switches,11,11-15 %,1,7,6-9 switches,2,0-3 switches,13
204,Current Employees,No,Male,35,35 - 44,Doctoral Degree,Marketing,Sales,Sales Executive,3,10,5-10 switches,1,0-2 switches,13,11-15 %,2,8,6-9 switches,0,0-3 switches,6
205,Current Employees,No,Male,53,45 - 54,Associates Degree,Marketing,Sales,Sales Representative,2,13,10-15 switches,2,0-2 switches,20,16-20 %,1,7,6-9 switches,4,3-6 switches,5
206,Current Employees,No,Male,45,45 - 54,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,2,20,15-20 switches,8,6+ switches,18,16-20 %,1,9,6-9 switches,0,0-3 switches,15
207,Current Employees,No,Female,32,25 - 34,Bachelor's Degree,Marketing,Sales,Sales Executive,3,9,5-10 switches,1,0-2 switches,14,11-15 %,0,8,6-9 switches,3,0-3 switches,7
208,Current Employees,No,Male,29,25 - 34,High School,Technical Degree,R&D,Manufacturing Director,2,10,5-10 switches,1,0-2 switches,13,11-15 %,1,7,6-9 switches,0,0-3 switches,9
211,Current Employees,No,Male,51,45 - 54,Master's Degree,Medical,R&D,Manufacturing Director,2,10,5-10 switches,2,0-2 switches,17,16-20 %,0,0,0-3 switches,0,0-3 switches,0
214,Current Employees,No,Female,58,Over 55,Bachelor's Degree,Medical,R&D,Research Scientist,1,9,5-10 switches,4,3-6 switches,20,16-20 %,1,0,0-3 switches,0,0-3 switches,0
215,Current Employees,No,Male,40,35 - 44,Master's Degree,Marketing,Sales,Sales Executive,3,15,10-15 switches,7,6+ switches,11,11-15 %,1,11,9-12 switches,2,0-3 switches,11
216,Current Employees,No,Female,34,25 - 34,Master's Degree,Marketing,Sales,Sales Representative,1,6,5-10 switches,6,3-6 switches,18,16-20 %,1,3,0-3 switches,1,0-3 switches,2
217,Current Employees,No,Male,22,Under 25,High School,Medical,R&D,Research Scientist,1,2,0-5 switches,1,0-2 switches,24,21-25 %,2,2,0-3 switches,2,0-3 switches,2
218,Current Employees,No,Male,27,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,6,5-10 switches,6,3-6 switches,18,16-20 %,1,2,0-3 switches,2,0-3 switches,2
221,Current Employees,No,Male,28,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,5,0-5 switches,1,0-2 switches,11,11-15 %,1,2,0-3 switches,0,0-3 switches,2
223,Current Employees,No,Male,57,Over 55,Associates Degree,Life Sciences,R&D,Healthcare Representative,3,12,10-15 switches,3,3-6 switches,16,16-20 %,1,3,0-3 switches,1,0-3 switches,4
224,Current Employees,No,Male,27,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,15,11-15 %,1,1,0-3 switches,0,0-3 switches,1
226,Current Employees,No,Female,50,45 - 54,Bachelor's Degree,Life Sciences,R&D,Manager,5,21,20-25 switches,3,3-6 switches,15,11-15 %,0,4,3-6 switches,4,3-6 switches,4
227,Current Employees,No,Male,41,35 - 44,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,13,10-15 switches,4,3-6 switches,12,11-15 %,1,8,6-9 switches,1,0-3 switches,8
228,Current Employees,No,Female,30,25 - 34,Bachelor's Degree,Life Sciences,Sales,Sales Executive,3,12,10-15 switches,2,0-2 switches,12,11-15 %,1,9,6-9 switches,7,6-9 switches,4
230,Current Employees,No,Female,38,35 - 44,Master's Degree,Life Sciences,Sales,Sales Executive,2,12,10-15 switches,4,3-6 switches,22,21-25 %,0,3,0-3 switches,0,0-3 switches,7
231,Current Employees,No,Male,32,25 - 34,Doctoral Degree,Life Sciences,R&D,Research Scientist,1,8,5-10 switches,3,3-6 switches,20,16-20 %,0,4,3-6 switches,1,0-3 switches,4
233,Current Employees,No,Male,27,25 - 34,Bachelor's Degree,Technical Degree,R&D,Research Scientist,1,6,5-10 switches,0,0-2 switches,16,16-20 %,1,2,0-3 switches,1,0-3 switches,1
235,Ex-Employees,Yes,Female,19,Under 25,High School,Technical Degree,Sales,Sales Representative,1,1,0-5 switches,0,0-2 switches,21,21-25 %,0,0,0-3 switches,0,0-3 switches,0
238,Current Employees,No,Male,36,35 - 44,Associates Degree,Medical,R&D,Laboratory Technician,1,13,10-15 switches,4,3-6 switches,12,11-15 %,0,7,6-9 switches,7,6-9 switches,2
239,Current Employees,No,Male,30,25 - 34,Bachelor's Degree,Medical,R&D,Laboratory Technician,2,12,10-15 switches,1,0-2 switches,11,11-15 %,2,9,6-9 switches,6,3-6 switches,10
240,Current Employees,No,Female,45,45 - 54,Associates Degree,Life Sciences,Sales,Sales Executive,2,9,5-10 switches,4,3-6 switches,11,11-15 %,1,4,3-6 switches,0,0-3 switches,3
241,Current Employees,No,Female,56,Over 55,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,19,15-20 switches,4,3-6 switches,18,16-20 %,1,2,0-3 switches,2,0-3 switches,2
242,Current Employees,No,Male,33,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,4,0-5 switches,0,0-2 switches,14,11-15 %,0,1,0-3 switches,0,0-3 switches,2
243,Ex-Employees,Yes,Male,19,Under 25,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,22,21-25 %,0,0,0-3 switches,1,0-3 switches,0
244,Current Employees,No,Female,46,45 - 54,Associates Degree,Marketing,Sales,Sales Executive,3,24,20-25 switches,1,0-2 switches,25,21-25 %,3,13,12-15 switches,15,12-15 switches,7
245,Current Employees,No,Female,38,35 - 44,Associates Degree,Life Sciences,R&D,Laboratory Technician,1,2,0-5 switches,1,0-2 switches,12,11-15 %,0,2,0-3 switches,2,0-3 switches,1
246,Current Employees,No,Female,31,25 - 34,High School,Medical,R&D,Research Scientist,1,7,5-10 switches,8,6+ switches,23,21-25 %,1,2,0-3 switches,0,0-3 switches,2
247,Current Employees,No,Female,34,25 - 34,Associates Degree,Medical,R&D,Research Scientist,1,9,5-10 switches,2,0-2 switches,15,11-15 %,0,2,0-3 switches,1,0-3 switches,2
248,Ex-Employees,Yes,Female,41,35 - 44,Associates Degree,Marketing,Sales,Sales Representative,1,4,0-5 switches,1,0-2 switches,22,21-25 %,0,3,0-3 switches,0,0-3 switches,2
249,Current Employees,No,Male,50,45 - 54,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,5,0-5 switches,2,0-2 switches,15,11-15 %,1,2,0-3 switches,0,0-3 switches,2
250,Current Employees,No,Female,53,45 - 54,Associates Degree,Medical,R&D,Manufacturing Director,2,5,0-5 switches,1,0-2 switches,11,11-15 %,2,2,0-3 switches,1,0-3 switches,3
252,Current Employees,No,Female,33,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,8,5-10 switches,1,0-2 switches,13,11-15 %,1,7,6-9 switches,1,0-3 switches,6
253,Current Employees,No,Female,40,35 - 44,High School,Medical,R&D,Manager,5,21,20-25 switches,1,0-2 switches,14,11-15 %,1,8,6-9 switches,9,6-9 switches,9
254,Current Employees,No,Male,55,Over 55,Master's Degree,Medical,R&D,Research Director,5,36,35+ switches,8,6+ switches,11,11-15 %,0,15,12-15 switches,2,0-3 switches,15
256,Current Employees,No,Male,34,25 - 34,High School,Life Sciences,R&D,Manufacturing Director,2,10,5-10 switches,1,0-2 switches,17,16-20 %,0,9,6-9 switches,1,0-3 switches,9
258,Current Employees,No,Female,51,45 - 54,Bachelor's Degree,Medical,R&D,Healthcare Representative,4,21,20-25 switches,3,3-6 switches,18,16-20 %,0,7,6-9 switches,1,0-3 switches,0
259,Current Employees,No,Male,52,45 - 54,Master's Degree,Life Sciences,R&D,Manager,5,34,30-35 switches,0,0-2 switches,14,11-15 %,1,18,15-18 switches,11,9-12 switches,9
260,Current Employees,No,Female,27,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,7,5-10 switches,1,0-2 switches,16,16-20 %,0,7,6-9 switches,0,0-3 switches,3
261,Ex-Employees,Yes,Male,35,35 - 44,Associates Degree,Life Sciences,R&D,Manufacturing Director,2,8,5-10 switches,3,3-6 switches,13,11-15 %,0,0,0-3 switches,0,0-3 switches,1
262,Current Employees,No,Male,43,35 - 44,Bachelor's Degree,Medical,R&D,Research Scientist,1,7,5-10 switches,4,3-6 switches,14,11-15 %,3,4,3-6 switches,2,0-3 switches,2
264,Current Employees,No,Male,45,45 - 54,Associates Degree,Medical,R&D,Manager,4,22,20-25 switches,9,6+ switches,23,21-25 %,1,8,6-9 switches,11,9-12 switches,8
267,Current Employees,No,Male,37,35 - 44,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,8,5-10 switches,1,0-2 switches,12,11-15 %,1,7,6-9 switches,1,0-3 switches,7
269,Current Employees,No,Female,35,35 - 44,Bachelor's Degree,Medical,R&D,Laboratory Technician,2,10,5-10 switches,5,3-6 switches,11,11-15 %,0,2,0-3 switches,1,0-3 switches,2
270,Current Employees,No,Female,42,35 - 44,Associates Degree,Medical,R&D,Manufacturing Director,2,11,10-15 switches,2,0-2 switches,16,16-20 %,1,3,0-3 switches,0,0-3 switches,2
271,Current Employees,No,Male,38,35 - 44,Master's Degree,Life Sciences,R&D,Manufacturing Director,2,14,10-15 switches,9,6+ switches,14,11-15 %,0,0,0-3 switches,0,0-3 switches,0
273,Current Employees,No,Male,38,35 - 44,Bachelor's Degree,Technical Degree,R&D,Manufacturing Director,2,9,5-10 switches,3,3-6 switches,18,16-20 %,1,7,6-9 switches,1,0-3 switches,7
274,Current Employees,No,Male,27,25 - 34,High School,Technical Degree,R&D,Manufacturing Director,2,6,5-10 switches,5,3-6 switches,19,16-20 %,1,2,0-3 switches,2,0-3 switches,0
275,Current Employees,No,Male,49,45 - 54,Master's Degree,Life Sciences,R&D,Manufacturing Director,2,7,5-10 switches,1,0-2 switches,15,11-15 %,2,7,6-9 switches,1,0-3 switches,7
277,Current Employees,No,Male,34,25 - 34,Master's Degree,Medical,R&D,Research Scientist,1,5,0-5 switches,1,0-2 switches,17,16-20 %,1,3,0-3 switches,2,0-3 switches,0
281,Current Employees,No,Male,40,35 - 44,Associates Degree,Medical,R&D,Laboratory Technician,2,15,10-15 switches,8,6+ switches,15,11-15 %,1,2,0-3 switches,3,0-3 switches,7
282,Ex-Employees,Yes,Male,38,35 - 44,High School,Medical,R&D,Healthcare Representative,2,17,15-20 switches,7,6+ switches,19,16-20 %,0,0,0-3 switches,0,0-3 switches,0
283,Ex-Employees,Yes,Female,29,25 - 34,Bachelor's Degree,Marketing,Sales,Sales Executive,3,10,5-10 switches,1,0-2 switches,22,21-25 %,3,4,3-6 switches,1,0-3 switches,9
284,Current Employees,No,Male,22,Under 25,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,4,0-5 switches,1,0-2 switches,16,16-20 %,1,2,0-3 switches,2,0-3 switches,2
286,Current Employees,No,Female,36,35 - 44,High School,Medical,R&D,Laboratory Technician,1,8,5-10 switches,1,0-2 switches,13,11-15 %,0,1,0-3 switches,1,0-3 switches,7
287,Current Employees,No,Male,40,35 - 44,Doctoral Degree,Life Sciences,R&D,Healthcare Representative,2,5,0-5 switches,9,6+ switches,14,11-15 %,1,2,0-3 switches,0,0-3 switches,2
288,Current Employees,No,Male,46,45 - 54,Master's Degree,Medical,R&D,Healthcare Representative,3,17,15-20 switches,7,6+ switches,16,16-20 %,1,2,0-3 switches,0,0-3 switches,3
291,Ex-Employees,Yes,Male,32,25 - 34,Master's Degree,Medical,Sales,Sales Executive,3,14,10-15 switches,1,0-2 switches,11,11-15 %,0,8,6-9 switches,9,6-9 switches,8
292,Current Employees,No,Male,30,25 - 34,High School,Life Sciences,R&D,Manufacturing Director,3,12,10-15 switches,1,0-2 switches,22,21-25 %,0,8,6-9 switches,5,3-6 switches,8
293,Current Employees,No,Female,27,25 - 34,Bachelor's Degree,Life Sciences,Sales,Sales Executive,2,7,5-10 switches,1,0-2 switches,14,11-15 %,0,7,6-9 switches,0,0-3 switches,7
296,Current Employees,No,Male,51,45 - 54,Master's Degree,Life Sciences,R&D,Research Director,3,16,15-20 switches,5,3-6 switches,16,16-20 %,2,9,6-9 switches,4,3-6 switches,7
297,Ex-Employees,Yes,Female,30,25 - 34,Bachelor's Degree,Technical Degree,R&D,Research Scientist,1,8,5-10 switches,5,3-6 switches,11,11-15 %,0,2,0-3 switches,0,0-3 switches,4
298,Current Employees,No,Female,41,35 - 44,Bachelor's Degree,Life Sciences,Sales,Manager,3,16,15-20 switches,3,3-6 switches,18,16-20 %,0,0,0-3 switches,0,0-3 switches,0
299,Ex-Employees,Yes,Female,30,25 - 34,Master's Degree,Marketing,Sales,Sales Executive,2,9,5-10 switches,5,3-6 switches,15,11-15 %,0,3,0-3 switches,0,0-3 switches,1
300,Ex-Employees,Yes,Male,29,25 - 34,Bachelor's Degree,Technical Degree,R&D,Research Scientist,1,7,5-10 switches,0,0-2 switches,14,11-15 %,0,2,0-3 switches,1,0-3 switches,5
302,Current Employees,No,Female,45,45 - 54,Bachelor's Degree,Medical,Sales,Sales Executive,3,23,20-25 switches,6,3-6 switches,12,11-15 %,0,7,6-9 switches,12,9-12 switches,8
303,Current Employees,No,Female,54,45 - 54,Bachelor's Degree,Marketing,Sales,Sales Executive,2,16,15-20 switches,2,0-2 switches,14,11-15 %,1,2,0-3 switches,0,0-3 switches,5
304,Current Employees,No,Male,36,35 - 44,Associates Degree,Life Sciences,R&D,Laboratory Technician,2,16,15-20 switches,8,6+ switches,16,16-20 %,0,11,9-12 switches,3,0-3 switches,7
305,Current Employees,No,Female,33,25 - 34,Master's Degree,Medical,R&D,Research Scientist,1,7,5-10 switches,6,3-6 switches,21,21-25 %,0,2,0-3 switches,1,0-3 switches,1
306,Current Employees,No,Male,37,35 - 44,Bachelor's Degree,Other,R&D,Research Director,3,10,5-10 switches,1,0-2 switches,14,11-15 %,3,8,6-9 switches,0,0-3 switches,7
307,Current Employees,No,Male,38,35 - 44,Bachelor's Degree,Life Sciences,Sales,Sales Executive,3,17,15-20 switches,0,0-2 switches,12,11-15 %,2,10,9-12 switches,5,3-6 switches,13
308,Current Employees,No,Male,31,25 - 34,Master's Degree,Medical,R&D,Manufacturing Director,2,6,5-10 switches,0,0-2 switches,12,11-15 %,1,4,3-6 switches,1,0-3 switches,4
309,Current Employees,No,Male,59,Over 55,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,7,5-10 switches,3,3-6 switches,17,16-20 %,1,0,0-3 switches,0,0-3 switches,0
311,Current Employees,No,Male,37,35 - 44,Master's Degree,Marketing,Sales,Sales Representative,1,13,10-15 switches,4,3-6 switches,17,16-20 %,1,8,6-9 switches,5,3-6 switches,8
312,Current Employees,No,Female,29,25 - 34,High School,Medical,Sales,Sales Executive,3,11,10-15 switches,1,0-2 switches,14,11-15 %,1,10,9-12 switches,4,3-6 switches,1
314,Current Employees,No,Female,35,35 - 44,Bachelor's Degree,Marketing,Sales,Sales Executive,3,10,5-10 switches,1,0-2 switches,14,11-15 %,0,7,6-9 switches,0,0-3 switches,8
315,Ex-Employees,Yes,Male,29,25 - 34,High School,Medical,R&D,Research Scientist,1,4,0-5 switches,1,0-2 switches,13,11-15 %,0,3,0-3 switches,0,0-3 switches,1
316,Current Employees,No,Female,52,45 - 54,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,6,5-10 switches,7,6+ switches,15,11-15 %,0,2,0-3 switches,2,0-3 switches,2
319,Current Employees,No,Male,42,35 - 44,Associates Degree,Technical Degree,R&D,Manager,5,22,20-25 switches,1,0-2 switches,11,11-15 %,0,17,15-18 switches,11,9-12 switches,15
321,Current Employees,No,Male,59,Over 55,Associates Degree,Medical,HR,Human Resources,1,7,5-10 switches,8,6+ switches,17,16-20 %,0,2,0-3 switches,2,0-3 switches,2
323,Current Employees,No,Female,50,45 - 54,Master's Degree,Medical,Sales,Manager,5,32,30-35 switches,3,3-6 switches,11,11-15 %,1,0,0-3 switches,0,0-3 switches,6
325,Ex-Employees,Yes,Male,33,25 - 34,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,8,5-10 switches,5,3-6 switches,13,11-15 %,1,4,3-6 switches,0,0-3 switches,4
327,Current Employees,No,Female,43,35 - 44,Bachelor's Degree,Marketing,Sales,Manager,4,22,20-25 switches,5,3-6 switches,22,21-25 %,1,13,12-15 switches,1,0-3 switches,9
328,Ex-Employees,Yes,Female,33,25 - 34,Associates Degree,Life Sciences,R&D,Laboratory Technician,1,13,10-15 switches,7,6+ switches,20,16-20 %,0,7,6-9 switches,1,0-3 switches,7
329,Current Employees,No,Male,52,45 - 54,Master's Degree,Life Sciences,Sales,Manager,5,33,30-35 switches,1,0-2 switches,18,16-20 %,0,7,6-9 switches,15,12-15 switches,12
330,Current Employees,No,Female,32,25 - 34,Associates Degree,Life Sciences,Sales,Sales Representative,1,6,5-10 switches,2,0-2 switches,11,11-15 %,1,3,0-3 switches,1,0-3 switches,2
331,Ex-Employees,Yes,Male,32,25 - 34,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,4,0-5 switches,0,0-2 switches,14,11-15 %,0,2,0-3 switches,1,0-3 switches,2
332,Current Employees,No,Female,39,35 - 44,Master's Degree,Medical,R&D,Laboratory Technician,1,7,5-10 switches,7,6+ switches,14,11-15 %,3,2,0-3 switches,1,0-3 switches,2
333,Current Employees,No,Male,32,25 - 34,Master's Degree,Marketing,Sales,Sales Executive,2,4,0-5 switches,0,0-2 switches,18,16-20 %,0,2,0-3 switches,2,0-3 switches,2
334,Current Employees,No,Male,41,35 - 44,Associates Degree,Life Sciences,R&D,Research Scientist,2,17,15-20 switches,2,0-2 switches,16,16-20 %,2,0,0-3 switches,0,0-3 switches,0
335,Current Employees,No,Male,40,35 - 44,Associates Degree,Technical Degree,R&D,Research Scientist,2,9,5-10 switches,1,0-2 switches,17,16-20 %,2,8,6-9 switches,4,3-6 switches,7
336,Current Employees,No,Male,45,45 - 54,Bachelor's Degree,Other,R&D,Manager,5,25,20-25 switches,0,0-2 switches,11,11-15 %,1,0,0-3 switches,1,0-3 switches,7
337,Current Employees,No,Male,31,25 - 34,Master's Degree,Medical,R&D,Research Director,3,9,5-10 switches,9,6+ switches,12,11-15 %,1,2,0-3 switches,2,0-3 switches,2
338,Current Employees,No,Female,33,25 - 34,Master's Degree,Life Sciences,R&D,Research Scientist,1,2,0-5 switches,1,0-2 switches,13,11-15 %,1,2,0-3 switches,0,0-3 switches,2
339,Current Employees,No,Male,34,25 - 34,Master's Degree,Life Sciences,R&D,Manufacturing Director,2,13,10-15 switches,6,3-6 switches,13,11-15 %,1,9,6-9 switches,5,3-6 switches,9
340,Current Employees,No,Female,37,35 - 44,Associates Degree,Medical,R&D,Research Scientist,1,17,15-20 switches,2,0-2 switches,14,11-15 %,1,1,0-3 switches,0,0-3 switches,2
341,Current Employees,No,Male,45,45 - 54,Master's Degree,Life Sciences,R&D,Manufacturing Director,2,9,5-10 switches,4,3-6 switches,17,16-20 %,1,2,0-3 switches,0,0-3 switches,2
342,Ex-Employees,Yes,Male,37,35 - 44,Bachelor's Degree,Medical,R&D,Manufacturing Director,3,17,15-20 switches,6,3-6 switches,11,11-15 %,2,0,0-3 switches,0,0-3 switches,0
343,Current Employees,No,Female,39,35 - 44,Master's Degree,Technical Degree,R&D,Healthcare Representative,3,20,15-20 switches,0,0-2 switches,25,21-25 %,0,6,3-6 switches,11,9-12 switches,8
346,Current Employees,No,Male,29,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,6,5-10 switches,1,0-2 switches,19,16-20 %,0,5,3-6 switches,1,0-3 switches,5
347,Current Employees,No,Female,42,35 - 44,Associates Degree,Life Sciences,R&D,Research Scientist,2,10,5-10 switches,3,3-6 switches,13,11-15 %,0,2,0-3 switches,0,0-3 switches,2
349,Current Employees,No,Male,29,25 - 34,Associates Degree,Marketing,Sales,Sales Executive,2,10,5-10 switches,2,0-2 switches,14,11-15 %,1,2,0-3 switches,0,0-3 switches,2
350,Current Employees,No,Female,25,25 - 34,Bachelor's Degree,Life Sciences,R&D,Manufacturing Director,2,5,0-5 switches,0,0-2 switches,12,11-15 %,2,2,0-3 switches,1,0-3 switches,2
351,Current Employees,No,Female,42,35 - 44,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,10,5-10 switches,0,0-2 switches,11,11-15 %,1,6,3-6 switches,7,6-9 switches,8
352,Current Employees,No,Male,40,35 - 44,Associates Degree,Medical,R&D,Research Director,5,22,20-25 switches,0,0-2 switches,19,16-20 %,1,7,6-9 switches,3,0-3 switches,9
353,Current Employees,No,Male,51,45 - 54,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,11,11-15 %,0,0,0-3 switches,0,0-3 switches,0
